ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Prob
ALL_BATCH_11.707.4_ORF_4	878	-	1	707	627	81	0.9578	0.578119149246972	0.0353144569748898
ALL_BATCH_11.707.5_ORF_1	2447	+	3	1845	2381	537	0.9614	1.11067771924801	0.958494949529491
ALL_BATCH_11.707.5_ORF_2	2447	+	2	1343	1504	162	0.9312	0.87460422238343	0.000167558082141398
ALL_BATCH_11.707.5_ORF_3	2447	+	1	2185	2334	150	0.9034	-0.10131868530441	1.20908561115759e-05
ALL_BATCH_11.707.5_ORF_4	2447	+	3	1110	1250	141	0.9328	1.08690902408926	0.000145480040079391
ALL_BATCH_11.707.5_ORF_5	2447	-	1	392	312	81	0.6818	0.40138807363257	3.94067831172548e-06
ALL_BATCH_11.729.1_ORF_1	1920	-	1	204	1	204	0.6186	0.874091703481599	0.00758053133538851
ALL_BATCH_11.729.1_ORF_2	1920	-	3	829	707	123	0.5187	0.874553528366936	0.000611889556459543
ALL_BATCH_11.729.1_ORF_3	1920	+	3	1755	1841	87	0.8719	0.343026838424796	8.47284986176228e-05
ALL_BATCH_11.729.1_ORF_4	1920	-	3	1678	1592	87	0.5416	0.898457055340698	0.000224012848864474
ALL_BATCH_11.729.1_ORF_5	1920	+	1	169	249	81	0.9256	1.06291414393486	0.000388753046214811
ALL_BATCH_11.740.1_ORF_1	1805	+	3	342	1643	1302	0.8657	1.33393768688505	1
ALL_BATCH_11.740.1_ORF_2	1805	-	3	903	730	174	1.0136	0.213364970505016	0.0018162533594039
ALL_BATCH_11.740.1_ORF_3	1805	-	3	267	142	126	1.0136	-0.471895602731593	8.9086263154752e-05
ALL_BATCH_11.740.1_ORF_4	1805	+	1	247	342	96	0.978	0.742363265098088	0.000570251503311561
ALL_BATCH_11.740.1_ORF_5	1805	+	1	466	555	90	0.8411	0.157880387544668	0.000109607528191825
ALL_BATCH_11.743.1_ORF_1	1731	+	3	510	1607	1098	0.9558	1.24737852616214	0.999999999968034
ALL_BATCH_11.743.1_ORF_2	1731	+	1	997	1098	102	0.9558	0.181252153197353	0.000274865709356488
ALL_BATCH_11.743.1_ORF_3	1731	+	2	260	361	102	0.8845	0.811397031024202	0.00109454492661935
ALL_BATCH_11.743.1_ORF_4	1731	-	2	1082	990	93	1.0614	0.00383098728187991	0.000153785944389534
ALL_BATCH_11.743.1_ORF_5	1731	-	2	524	438	87	0.8546	0.762912662106621	0.000607337681427354
ALL_BATCH_11.750.1_ORF_1	1352	-	1	470	387	84	0.7978	0.224635820176993	0.00118373925995256
ALL_BATCH_11.751.1_ORF_1	405	+	3	54	170	117	0.4959	1.10493638397032	0.752966591292461
ALL_BATCH_11.756.1_ORF_1	1145	-	2	517	377	141	0.5055	0.946236343410067	0.0745850710090904
ALL_BATCH_11.756.1_ORF_2	1145	-	1	605	471	135	0.4094	0.90230297504429	0.0527505617671847
ALL_BATCH_11.756.1_ORF_3	1145	-	3	441	355	87	0.3916	0.468811570480949	0.00476168077017389
ALL_BATCH_11.756.1_ORF_4	1145	+	1	604	687	84	0.6411	1.24332839768517	0.0315964456133469
ALL_BATCH_11.771.1_ORF_1	416	-	2	121	2	120	0.8509	0.373118261150846	0.447724694044177
ALL_BATCH_11.777.1_ORF_1	1801	-	1	1066	935	132	0.5328	0.112052523826184	0.000267891377926622
ALL_BATCH_11.777.1_ORF_2	1801	-	2	141	19	123	0.7746	0.902749479582887	0.00157017302296969
ALL_BATCH_11.777.1_ORF_3	1801	+	3	732	815	84	0.4122	1.01052782258949	0.000447046976643433
ALL_BATCH_11.777.1_ORF_4	1801	-	2	1290	1210	81	1.0862	0.362796973665629	0.000171541804894416
ALL_BATCH_11.777.1_ORF_5	1801	+	1	1675	1752	78	0.6227	1.07242304520297	0.000522429376937721
ALL_BATCH_11.777.2_ORF_1	2131	-	1	1396	1262	135	0.5701	0.118869925405408	5.18393174255481e-05
ALL_BATCH_11.777.2_ORF_2	2131	-	2	141	19	123	0.7746	0.902749479582887	0.000264403015699374
ALL_BATCH_11.777.2_ORF_3	2131	+	3	732	815	84	0.4122	1.01052782258949	7.52083351604637e-05
ALL_BATCH_11.777.2_ORF_4	2131	-	2	1620	1540	81	1.0862	0.362796973665629	2.88524856665203e-05
ALL_BATCH_11.777.2_ORF_5	2131	+	1	2005	2082	78	0.6227	1.07242304520297	8.78957034890265e-05
ALL_BATCH_11.777.3_ORF_1	1389	-	1	141	19	123	0.7746	0.902749479582887	0.0143545140243814
ALL_BATCH_11.777.3_ORF_2	1389	+	3	732	815	84	0.4122	1.01052782258949	0.00412467863959458
ALL_BATCH_11.782.3_ORF_1	875	+	3	138	605	468	0.6615	0.816023882444663	0.999817066815779
ALL_BATCH_11.782.3_ORF_2	875	-	2	103	20	84	0.9135	0.848530582444922	0.0678310352106776
ALL_BATCH_11.782.4_ORF_1	864	+	3	138	428	291	0.71	0.910549961563319	0.973694896180553
ALL_BATCH_11.782.4_ORF_2	864	-	3	103	20	84	0.9135	0.848530582444922	0.0716864058020086
ALL_BATCH_11.782.1_ORF_1	1097	+	3	411	827	417	0.744	0.813384273073984	0.997387951106571
ALL_BATCH_11.782.1_ORF_2	1097	-	2	376	293	84	0.9135	0.848530582444922	0.0214611819453888
ALL_BATCH_11.782.2_ORF_1	1168	+	2	482	898	417	0.744	0.813384273073984	0.996171469876685
ALL_BATCH_11.782.2_ORF_2	1168	-	2	447	364	84	0.9135	0.848530582444922	0.0147248982203944
ALL_BATCH_11.783.1_ORF_1	909	+	2	212	637	426	0.8379	0.956770595556621	0.999522748136485
ALL_BATCH_11.783.1_ORF_2	909	-	2	446	339	108	0.7392	-0.428996591153028	0.00559620928156689
ALL_BATCH_11.783.1_ORF_3	909	+	3	594	674	81	0.7683	1.25697606767813	0.110146334290601
ALL_BATCH_11.784.1_ORF_1	1827	+	3	1038	1337	300	0.5613	0.917683959989836	0.191336096538815
ALL_BATCH_11.784.1_ORF_2	1827	+	3	174	365	192	0.9086	1.00864264843221	0.0154245268540055
ALL_BATCH_11.784.1_ORF_3	1827	+	2	1358	1486	129	0.6927	0.972016361282924	0.00177625058584222
ALL_BATCH_11.784.1_ORF_4	1827	-	1	1545	1426	120	0.6822	1.01902131171935	0.00149605761658349
ALL_BATCH_11.784.1_ORF_5	1827	-	2	1205	1095	111	0.9529	0.315678238976874	0.000291268305694434
ALL_BATCH_11.784.4_ORF_1	1710	+	3	174	365	192	0.9086	1.00864264843221	0.0286320837811016
ALL_BATCH_11.784.4_ORF_2	1710	+	2	1241	1369	129	0.6927	0.972016361282924	0.00333680723870102
ALL_BATCH_11.784.4_ORF_3	1710	-	1	1428	1309	120	0.6822	1.01902131171935	0.00281113898104681
ALL_BATCH_11.784.4_ORF_4	1710	-	2	1088	969	120	0.7958	0.492580865853399	0.000932528739214805
ALL_BATCH_11.784.4_ORF_5	1710	-	1	1026	919	108	0.6066	0.426373873845998	0.000469437640222858
ALL_BATCH_11.785.1_ORF_1	521	+	2	77	307	231	0.643	0.798527588041511	0.965876936507103
ALL_BATCH_11.788.1_ORF_1	801	+	3	132	554	423	0.9113	0.851947719565346	0.999653407112347
ALL_BATCH_11.788.1_ORF_2	801	-	1	669	535	135	0.7733	0.448807963438436	0.149726678093025
ALL_BATCH_11.794.1_ORF_1	827	-	3	552	388	165	0.9243	0.516925946532902	0.336142009408019
ALL_BATCH_11.794.1_ORF_2	827	-	1	146	15	132	1.1076	0.704922814511816	0.255250074412284
ALL_BATCH_11.794.1_ORF_3	827	-	2	445	320	126	0.7149	0.361374495145769	0.0830006478475649
ALL_BATCH_11.794.1_ORF_4	827	-	3	174	70	105	1.1151	-0.262554638509263	0.0163274031568328
ALL_BATCH_11.794.1_ORF_5	827	-	1	761	666	96	0.7108	0.561530130053895	0.0548334880266321
ALL_BATCH_11.795.3_ORF_1	1364	+	1	658	1362	705	0.9558	1.39583109311192	0.999999581426693
ALL_BATCH_11.795.3_ORF_2	1364	+	3	417	542	126	0.3374	0.715454425266588	0.00786709857482257
ALL_BATCH_11.795.3_ORF_3	1364	-	3	1170	1045	126	1.1598	-0.23958966187435	0.00187958591450087
ALL_BATCH_11.795.3_ORF_4	1364	+	1	172	288	117	0.7066	0.524581001599312	0.00545273020270084
ALL_BATCH_11.795.3_ORF_5	1364	-	3	387	280	108	0.8377	0.837215932853949	0.00959179644019461
ALL_BATCH_11.790.5_ORF_1	869	+	3	18	359	342	0.9992	0.721641666858312	0.99295431610281
ALL_BATCH_11.790.5_ORF_2	869	-	1	185	3	183	1.0553	-0.0734650540533631	0.167550938420863
ALL_BATCH_11.790.5_ORF_3	869	+	1	184	333	150	0.9927	-0.261810134087443	0.043739586752098
ALL_BATCH_11.790.5_ORF_4	869	-	2	658	530	129	0.6234	0.170477210167381	0.0446994326037807
ALL_BATCH_11.790.5_ORF_5	869	+	1	604	711	108	0.6054	0.528719282382498	0.0528493045503191
ALL_BATCH_11.790.6_ORF_1	868	+	3	18	359	342	0.9992	0.721641666858312	0.992992010653941
ALL_BATCH_11.790.6_ORF_2	868	-	1	439	251	189	0.6063	0.555162924635675	0.404641826342058
ALL_BATCH_11.790.6_ORF_3	868	-	3	185	3	183	1.0553	-0.0734650540533631	0.168305798422195
ALL_BATCH_11.790.6_ORF_4	868	+	1	184	333	150	0.9927	-0.261810134087443	0.0439661053373699
ALL_BATCH_11.790.6_ORF_5	868	-	2	657	529	129	0.6234	0.170477210167381	0.0449306884795345
ALL_BATCH_11.790.8_ORF_1	1086	+	1	43	300	258	0.9054	0.869633458223208	0.818581214175461
ALL_BATCH_11.790.8_ORF_2	1086	+	3	396	599	204	0.6232	0.577741334142399	0.260015438606258
ALL_BATCH_11.790.8_ORF_3	1086	-	2	875	747	129	0.6234	0.170477210167381	0.0142819496500146
ALL_BATCH_11.790.8_ORF_4	1086	+	2	821	928	108	0.6054	0.528719282382498	0.016984523344448
ALL_BATCH_11.790.8_ORF_5	1086	+	2	164	259	96	0.9934	0.0316553847268614	0.0054653287601297
ALL_BATCH_11.806.1_ORF_1	566	-	2	448	287	162	0.8405	0.484843400167319	0.619743863241505
ALL_BATCH_11.806.1_ORF_2	566	+	2	398	535	138	0.8267	0.821733170566867	0.62929655635664
ALL_BATCH_11.806.1_ORF_3	566	-	1	95	9	87	0.7221	0.453073146125684	0.12496502512268
ALL_BATCH_11.807.1_ORF_1	1848	+	1	28	198	171	0.9088	0.765135982449933	0.00423588596170114
ALL_BATCH_11.807.1_ORF_2	1848	+	1	1060	1188	129	0.4049	0.71005056278106	0.000666999359962373
ALL_BATCH_11.807.1_ORF_3	1848	-	1	1047	946	102	0.4094	1.00534972872624	0.000586848177900335
ALL_BATCH_11.807.1_ORF_4	1848	+	2	1385	1480	96	0.9228	0.0784598379425462	9.34602034860796e-05
ALL_BATCH_11.807.1_ORF_5	1848	-	3	1465	1376	90	1.0264	1.49730640145334	0.00223410629445154
ALL_BATCH_11.819.1_ORF_1	1886	-	3	1830	1726	105	0.8904	1.06938306068385	0.000943280016075564
ALL_BATCH_11.819.1_ORF_2	1886	+	2	1034	1132	99	0.6838	0.552416176165192	0.000198633761485582
ALL_BATCH_11.819.1_ORF_3	1886	+	3	414	494	81	0.9548	0.821009618469603	0.000275241057706042
ALL_BATCH_11.819.1_ORF_4	1886	-	1	248	168	81	0.9877	-0.126189003144914	3.21751558662713e-05
ALL_BATCH_11.819.1_ORF_5	1886	-	2	1579	1499	81	0.5615	0.376342075786983	6.89685600508929e-05
ALL_BATCH_11.821.1_ORF_1	3211	+	1	1237	2724	1488	1.0538	1.39005003814033	0.999999999999489
ALL_BATCH_11.821.1_ORF_2	3211	-	3	2285	1815	471	1.2207	0.854577390689562	0.0348923731566166
ALL_BATCH_11.821.1_ORF_3	3211	+	2	1817	1987	171	1.2637	-0.765359769902027	1.10960545410747e-07
ALL_BATCH_11.821.1_ORF_4	3211	-	1	1000	842	159	0.5847	0.625018759231475	1.01132759507926e-06
ALL_BATCH_11.821.1_ORF_5	3211	-	1	3070	2915	156	0.6841	0.440415597621684	6.62600130023307e-07
ALL_BATCH_11.829.1_ORF_1	502	+	1	13	285	273	0.8747	0.896318980502322	0.994207145952461
ALL_BATCH_11.829.2_ORF_1	501	+	1	13	285	273	0.8747	0.896318980502322	0.9942381767322
ALL_BATCH_11.831.2_ORF_1	905	+	3	42	317	276	0.9867	0.944244862547918	0.963440708910763
ALL_BATCH_11.831.2_ORF_2	905	-	2	829	725	105	0.8321	1.0658887421286	0.150942829991739
ALL_BATCH_11.831.2_ORF_3	905	-	1	233	156	78	0.9758	-0.394091521313806	0.00313688720747135
ALL_BATCH_11.832.2_ORF_1	3126	+	1	1684	2196	513	0.982	1.34554323259508	0.333874923211946
ALL_BATCH_11.832.2_ORF_2	3126	-	3	1954	1796	159	0.9057	0.241676365577249	8.91389378202537e-07
ALL_BATCH_11.832.2_ORF_3	3126	+	1	889	993	105	0.5736	0.75851911000854	4.25357829602686e-07
ALL_BATCH_11.832.2_ORF_4	3126	-	2	350	255	96	0.7976	0.742375311096412	3.84444142330117e-07
ALL_BATCH_11.832.2_ORF_5	3126	+	1	1276	1365	90	0.7972	0.853860296174837	4.14656694438711e-07
ALL_BATCH_11.834.1_ORF_1	1391	+	2	221	1150	930	0.8657	1.09871703244117	0.99999999878995
ALL_BATCH_11.834.1_ORF_2	1391	-	1	1004	897	108	0.9162	0.695646361943294	0.00645672174469773
ALL_BATCH_11.834.1_ORF_3	1391	+	1	916	1020	105	0.7424	0.572771751069905	0.00380083099040544
ALL_BATCH_11.834.1_ORF_4	1391	-	2	763	659	105	1.0287	0.345424843924963	0.00293652179193909
ALL_BATCH_11.834.1_ORF_5	1391	-	1	269	171	99	0.5429	0.60057937969132	0.00281843333222243
ALL_BATCH_11.834.3_ORF_1	1442	+	2	221	1201	981	0.8657	1.12080437566521	0.999999999672535
ALL_BATCH_11.834.3_ORF_2	1442	-	1	1079	897	183	0.9003	0.610918829641205	0.0366706844996574
ALL_BATCH_11.834.3_ORF_3	1442	+	1	916	1020	105	0.7424	0.572771751069905	0.00288814930992127
ALL_BATCH_11.834.3_ORF_4	1442	-	2	763	659	105	1.0287	0.345424843924963	0.00223091920097122
ALL_BATCH_11.834.3_ORF_5	1442	-	1	269	171	99	0.5429	0.60057937969132	0.00214114471127368
ALL_BATCH_11.835.1_ORF_1	975	+	1	262	363	102	0.5683	1.05273388572577	0.0780839152478696
ALL_BATCH_11.835.1_ORF_2	975	-	2	578	489	90	0.7074	0.703231998630229	0.029191029056203
ALL_BATCH_11.836.1_ORF_1	1145	-	3	393	271	123	0.7068	0.234461307760438	0.0108846261568848
ALL_BATCH_11.836.1_ORF_2	1145	+	3	171	251	81	0.7985	0.786009325599525	0.01190482772195
ALL_BATCH_11.836.1_ORF_3	1145	+	1	94	171	78	1.0512	0.835115544753159	0.0153169682199148
ALL_BATCH_11.837.1_ORF_1	1259	-	3	687	1	687	0.9622	1.57416860605624	0.999999731067019
ALL_BATCH_11.837.1_ORF_2	1259	-	2	1138	788	351	0.9978	1.42781032474945	0.991280235532822
ALL_BATCH_11.837.1_ORF_3	1259	-	3	1020	868	153	0.9978	0.274986825919239	0.0205699146208071
ALL_BATCH_11.837.1_ORF_4	1259	+	2	431	532	102	1.0416	0.836638261409433	0.0168945710270158
ALL_BATCH_11.837.1_ORF_5	1259	+	3	66	161	96	0.8229	0.559308306315301	0.00616463182243681
ALL_BATCH_11.843.1_ORF_1	575	+	2	68	172	105	0.7684	0.599378638172419	0.254392947073639
ALL_BATCH_11.853.3_ORF_1	1316	+	3	621	1235	615	1.186	1.10076369783443	0.999992316243874
ALL_BATCH_11.853.3_ORF_2	1316	+	1	862	1146	285	1.158	0.156768222863679	0.418091233960329
ALL_BATCH_11.853.3_ORF_3	1316	+	1	376	504	129	1.056	-0.271743140460095	0.00224927204129848
ALL_BATCH_11.853.3_ORF_4	1316	-	3	396	268	129	1.0658	0.0102581073098998	0.0043304926463269
ALL_BATCH_11.853.3_ORF_5	1316	+	2	284	379	96	1.0205	-0.134009477687502	0.00111010652433258
ALL_BATCH_11.853.4_ORF_1	1364	+	3	669	1283	615	1.186	1.10076369783443	0.999990041576772
ALL_BATCH_11.853.4_ORF_2	1364	+	1	910	1194	285	1.158	0.156768222863679	0.356651713946933
ALL_BATCH_11.853.4_ORF_3	1364	+	1	424	552	129	1.056	-0.271743140460095	0.00173638960239332
ALL_BATCH_11.853.4_ORF_4	1364	-	3	444	316	129	1.0658	0.0102581073098998	0.00334463793305058
ALL_BATCH_11.853.4_ORF_5	1364	+	2	332	427	96	1.0205	-0.134009477687502	0.000856755295244079
ALL_BATCH_11.854.1_ORF_1	448	+	3	12	446	435	0.8708	1.14808161671175	0.999981127462128
ALL_BATCH_11.854.1_ORF_2	448	-	1	436	341	96	1.0581	1.1156414640238	0.688648554429328
ALL_BATCH_11.854.1_ORF_3	448	+	1	349	432	84	1.0264	0.91922297745547	0.488191034881802
ALL_BATCH_11.855.1_ORF_1	1453	-	1	1372	692	681	0.8133	1.09553921152624	0.999996834997742
ALL_BATCH_11.855.1_ORF_2	1453	-	2	339	1	339	0.8845	1.31269484538952	0.950546863254852
ALL_BATCH_11.855.1_ORF_3	1453	-	3	500	366	135	0.7653	0.606316535707554	0.00735909319432731
ALL_BATCH_11.855.1_ORF_4	1453	+	2	485	607	123	1.0169	1.0711526036287	0.0186187470961633
ALL_BATCH_11.855.1_ORF_5	1453	+	3	1371	1451	81	0.9141	1.12119682165903	0.00545409587256931
ALL_BATCH_11.865.1_ORF_1	1824	+	3	1170	1703	534	0.8173	1.24539745520182	0.99863062646491
ALL_BATCH_11.865.1_ORF_2	1824	+	1	1555	1674	120	0.9751	0.127484537457465	0.00025690641775837
ALL_BATCH_11.865.1_ORF_3	1824	+	2	1022	1138	117	0.6048	0.94927721479608	0.00110269009195331
ALL_BATCH_11.865.1_ORF_4	1824	+	3	795	911	117	0.6456	1.0802997074153	0.00154653626412218
ALL_BATCH_11.865.1_ORF_5	1824	-	1	1356	1255	102	1.002	0.407570028613095	0.000291941145109103
ALL_BATCH_11.865.2_ORF_1	1895	+	3	1170	1472	303	0.7917	1.07846061743012	0.242889438584317
ALL_BATCH_11.865.2_ORF_2	1895	-	1	1541	1395	147	0.7881	0.629448313727592	0.00105024102360444
ALL_BATCH_11.865.2_ORF_3	1895	+	3	1626	1745	120	0.9751	0.127484537457465	0.00017507724928796
ALL_BATCH_11.865.2_ORF_4	1895	+	2	1022	1138	117	0.6048	0.94927721479608	0.000751666641295178
ALL_BATCH_11.865.2_ORF_5	1895	+	3	795	911	117	0.6456	1.0802997074153	0.00105437074343718
ALL_BATCH_11.873.1_ORF_1	2498	+	3	615	2099	1485	0.9954	0.984688681773211	1
ALL_BATCH_11.873.1_ORF_2	2498	+	1	721	888	168	1.023	0.0902794256146696	2.73317617779579e-05
ALL_BATCH_11.873.1_ORF_3	2498	-	1	626	459	168	0.7029	0.641206432939672	7.21999107941199e-05
ALL_BATCH_11.873.1_ORF_4	2498	-	3	1026	871	156	0.9549	-0.364180793456799	6.29921492523018e-06
ALL_BATCH_11.873.1_ORF_5	2498	-	1	1769	1620	150	0.9203	-0.0673809026811798	1.0079428222213e-05
ALL_BATCH_11.873.3_ORF_1	2530	+	2	569	2131	1563	0.9954	0.999239649392587	1
ALL_BATCH_11.873.3_ORF_2	2530	+	3	675	842	168	1.023	0.0902794256146696	2.29927463226112e-05
ALL_BATCH_11.873.3_ORF_3	2530	-	1	580	413	168	0.7029	0.641206432939672	6.07383480060228e-05
ALL_BATCH_11.873.3_ORF_4	2530	-	3	1058	900	159	1.0965	0.0910225104949246	1.88076361940828e-05
ALL_BATCH_11.873.3_ORF_5	2530	-	1	1801	1652	150	0.9203	-0.0673809026811798	8.47925952648433e-06
ALL_BATCH_11.877.1_ORF_1	2152	-	3	2147	1971	177	0.3194	1.06399692718911	0.00113733712189559
ALL_BATCH_11.877.1_ORF_2	2152	-	3	1466	1302	165	1.0142	0.746849782505242	0.000725877247592842
ALL_BATCH_11.877.1_ORF_3	2152	+	3	1020	1145	126	0.7995	1.02967606793123	0.000353786677102859
ALL_BATCH_11.877.1_ORF_4	2152	+	1	340	444	105	0.8413	0.101743942419387	2.31980646661997e-05
ALL_BATCH_11.877.1_ORF_5	2152	+	3	99	185	87	0.6811	0.689984574875155	4.50541556412699e-05
ALL_BATCH_11.885.1_ORF_1	383	-	2	163	86	78	0.5673	0.776293949857399	0.348054456035468
ALL_BATCH_11.887.1_ORF_1	1908	+	2	1307	1618	312	0.8253	1.18131898586838	0.338615623956329
ALL_BATCH_11.887.1_ORF_2	1908	-	1	1074	874	201	0.5352	0.538220600741731	0.00317713038665357
ALL_BATCH_11.887.1_ORF_3	1908	+	2	1028	1117	90	0.6411	1.16389474641075	0.000527439692585058
ALL_BATCH_11.887.1_ORF_4	1908	+	3	1596	1682	87	1.0298	0.45602708050387	0.000135552363048548
ALL_BATCH_11.894.2_ORF_1	1979	+	3	165	1559	1395	0.9558	1.01427611747247	1
ALL_BATCH_11.894.2_ORF_2	1979	+	1	229	411	183	1.0158	-0.381683156272698	0.000237654145929552
ALL_BATCH_11.894.2_ORF_3	1979	+	1	1156	1320	165	1.0602	0.209813546494342	0.000561278042232712
ALL_BATCH_11.894.2_ORF_4	1979	-	1	1316	1179	138	1.0085	0.0540916764667966	0.000166358947178353
ALL_BATCH_11.894.2_ORF_5	1979	-	3	957	820	138	1.014	0.126196151027193	0.000197335091684756
ALL_BATCH_11.894.3_ORF_1	1353	+	3	1056	1181	126	0.6363	0.796148613362656	0.0131640649888065
ALL_BATCH_11.894.3_ORF_2	1353	+	2	1181	1282	102	0.9859	0.296360628580471	0.00283016132560825
ALL_BATCH_11.894.3_ORF_3	1353	+	3	165	260	96	0.3862	0.554995006941394	0.00246610468172937
ALL_BATCH_11.894.3_ORF_4	1353	-	3	328	233	96	0.4296	0.983846348973985	0.00684731816803545
ALL_BATCH_11.894.3_ORF_5	1353	-	2	641	555	87	0.4762	1.0032807267102	0.00571027658688681
ALL_BATCH_11.895.1_ORF_1	1537	+	2	728	871	144	0.7074	0.865720102464566	0.0105082109904933
ALL_BATCH_11.895.1_ORF_2	1537	+	1	1048	1188	141	0.422	1.12914694594027	0.0134859978193201
ALL_BATCH_11.895.1_ORF_3	1537	-	2	690	583	108	0.8661	0.833275485459845	0.00385425175535433
ALL_BATCH_11.896.2_ORF_1	2810	+	3	660	2351	1692	1.0652	1.15700828268874	1
ALL_BATCH_11.896.2_ORF_2	2810	+	3	360	542	183	0.7034	0.536272804886579	1.65068621697069e-05
ALL_BATCH_11.896.2_ORF_3	2810	-	3	1017	874	144	1.1059	0.203990416805313	3.45351209449147e-06
ALL_BATCH_11.896.2_ORF_4	2810	-	3	1323	1186	138	1.1749	-0.799977599005223	3.05825036741315e-07
ALL_BATCH_11.896.2_ORF_5	2810	+	1	715	846	132	0.8321	0.250234879987553	2.08153893823442e-06
ALL_BATCH_11.896.3_ORF_1	2786	+	3	660	2327	1668	1.0652	1.16627673249409	1
ALL_BATCH_11.896.3_ORF_2	2786	+	3	360	542	183	0.7034	0.536272804886579	1.87919795060194e-05
ALL_BATCH_11.896.3_ORF_3	2786	-	3	1299	1129	171	1.1989	-0.454587335068627	2.12124133487418e-06
ALL_BATCH_11.896.3_ORF_4	2786	-	3	1017	874	144	1.1059	0.203990416805313	3.93160402696711e-06
ALL_BATCH_11.896.3_ORF_5	2786	+	1	715	846	132	0.8321	0.250234879987553	2.3697002362511e-06
ALL_BATCH_11.896.4_ORF_1	3535	+	2	1385	3076	1692	1.0652	1.15700828268874	1
ALL_BATCH_11.896.4_ORF_2	3535	+	3	360	542	183	0.7034	0.536272804886579	3.28602287759997e-07
ALL_BATCH_11.896.4_ORF_3	3535	-	3	1742	1599	144	1.1059	0.203990416805313	6.87482239123587e-08
ALL_BATCH_11.896.4_ORF_4	3535	-	3	2048	1911	138	1.1749	-0.799977599005223	6.08796571899721e-09
ALL_BATCH_11.896.4_ORF_5	3535	+	3	1440	1571	132	0.8321	0.250234879987553	4.14366328156123e-08
ALL_BATCH_11.896.5_ORF_1	3011	+	3	1905	2552	648	0.9709	1.08169437382816	0.96671061119265
ALL_BATCH_11.896.5_ORF_2	3011	+	3	660	1169	510	0.8845	1.27670429098812	0.399498937474334
ALL_BATCH_11.896.5_ORF_3	3011	+	3	360	542	183	0.7034	0.536272804886579	5.5729021653221e-06
ALL_BATCH_11.896.5_ORF_4	3011	-	3	1017	874	144	1.1059	0.203990416805313	1.16593441085162e-06
ALL_BATCH_11.896.5_ORF_5	3011	-	1	1481	1344	138	1.1749	-0.810032399195899	1.00890195252213e-07
ALL_BATCH_11.926.1_ORF_1	2714	+	3	657	1382	726	0.9614	1.30018349186318	0.999594227434353
ALL_BATCH_11.926.1_ORF_2	2714	+	2	275	673	399	0.978	1.27316643110201	0.113148139262591
ALL_BATCH_11.926.1_ORF_3	2714	+	1	1393	1572	180	0.9614	0.160059445698599	1.35343128519996e-05
ALL_BATCH_11.926.1_ORF_4	2714	+	3	1677	1835	159	0.7799	1.03931890106405	4.59776785544851e-05
ALL_BATCH_11.926.1_ORF_5	2714	+	2	2150	2290	141	1.0264	1.48119291856926	9.27647907460864e-05
ALL_BATCH_11.926.3_ORF_1	819	+	2	599	739	141	0.7899	0.521229725647604	0.186632766155229
ALL_BATCH_11.926.3_ORF_2	819	-	2	257	138	120	0.6915	0.272469422083488	0.0592375487385937
ALL_BATCH_11.928.1_ORF_1	383	+	2	95	211	117	1.1538	0.357359937406444	0.530221819914079
ALL_BATCH_11.930.1_ORF_1	658	-	1	373	284	90	0.7981	1.27512972626277	0.402808721497698
ALL_BATCH_11.933.1_ORF_1	2660	+	2	323	505	183	0.9284	1.436440240242	0.000361366210991981
ALL_BATCH_11.933.1_ORF_2	2660	+	3	681	839	159	0.7384	0.956470693083316	4.8971911010648e-05
ALL_BATCH_11.933.1_ORF_3	2660	-	1	2312	2178	135	0.8917	0.585148724578495	1.16836631411483e-05
ALL_BATCH_11.933.1_ORF_4	2660	+	2	1508	1633	126	0.9978	0.298693529543696	5.08969606646639e-06
ALL_BATCH_11.933.1_ORF_5	2660	-	2	1315	1202	114	0.8332	-0.229254850671001	9.06472768561584e-07
ALL_BATCH_11.933.2_ORF_1	2718	+	3	381	563	183	0.9284	1.436440240242	0.000264185929021175
ALL_BATCH_11.933.2_ORF_2	2718	+	1	739	897	159	0.7384	0.956470693083316	3.57991483683144e-05
ALL_BATCH_11.933.2_ORF_3	2718	-	1	2370	2236	135	0.8917	0.585148724578495	8.54083465954395e-06
ALL_BATCH_11.933.2_ORF_4	2718	+	3	1566	1691	126	0.9978	0.298693529543696	3.72059472619566e-06
ALL_BATCH_11.933.2_ORF_5	2718	-	2	1373	1260	114	0.8332	-0.229254850671001	6.62635639339469e-07
ALL_BATCH_11.936.1_ORF_1	3224	+	1	343	603	261	0.7985	1.06034710279273	6.68186011374678e-05
ALL_BATCH_11.936.1_ORF_2	3224	+	3	756	944	189	0.8742	1.28765634283431	1.38967671713363e-05
ALL_BATCH_11.936.1_ORF_3	3224	+	3	1476	1655	180	0.9666	0.337974439632518	1.30179582832436e-06
ALL_BATCH_11.936.1_ORF_4	3224	+	1	703	828	126	0.9416	0.507857820029662	3.71308298894601e-07
ALL_BATCH_11.936.1_ORF_5	3224	-	1	1337	1224	114	1.039	-0.0938400569919147	7.10509624375886e-08
ALL_BATCH_11.942.2_ORF_1	1677	+	3	171	686	516	0.9614	1.28116726414393	0.999142354156802
ALL_BATCH_11.942.2_ORF_2	1677	-	1	1281	1150	132	0.6798	0.571195773993946	0.00171929210493923
ALL_BATCH_11.942.2_ORF_3	1677	+	1	448	573	126	1.0982	0.226281918455399	0.000956044903498437
